,0
4673,CC#CC#CC#CC=CC=CC(CCO)OC1OC(CO)C(O)C(O)C1O
4674,CC1(CCC2(C)C(CCC3C2=CC(O)C(O)C3(C)C)C1)C=C
4675,CCCCC(C)(C)C(O)C=CC1C(O)CC(O)C1CC=CCCCC(O)=O
4676,CC1C(O)C(O)C2C(C)(C)CCCC2(C)C1(O)CCC=3C=COC=3
4677,CCCC1CCC2(CCC3C4CCC5=CC(O)=CC=C5C4CCC23C)OC1=O
4678,CC(C)(C)C=C1CC2C3CCC4=CC(O)=CC=C4C3CCC2(C)C1O
4679,CC1CCC2C(C)C(OC(C)(C)C)OC3OC4(C)CCC1C23OO4
4680,CC(C)OCCC1CC2(C)C(O)CCC2C3CCC4=CC(O)=CC=C4C13
4681,CC1CCC2(C)C(CCC(O)C2(C)O)C1(C)CC(O)C=3C=COC=3
4682,CC=C(C)C1C(C=CC=CC(O)=O)C2C(C)CCC(O)C2C=C1C
4683,CC(C)CC=CC(C)C1CCC2C3CCC4=CC(O)=CC=C4C3CCC12C
4684,CC1=CCCC2(C)OC2CCC(C)=CC3OC(O)C4(C)OC34CC1
4685,CC12CCCC(C)(C1CCC34CC(CO)C(C3)CCC24)C(O)=O
4686,CC(CCC(C)OC1OC(C)C(O)CC1O)OC2OC(C)C(O)CC2O
4687,CC(O)C(C)C=CCC1COC(C(O)C(C)=CC(O)=O)C(O)C1O
4688,CC1C2C(CC3(C)C(O)CCC(C)(O)C3C2OC(C)=O)OC1=O
4689,CC12C(O)C(O)C(OC3C(O)C4(C)OCC13CC4O)C25CO5
4690,CC1(O)CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12
4691,CCCC(C)(C)C1=CC=C2C(OC(C)(C)C3=CC=C(CO)C=C23)=C1
4692,CCCC1=C(O)C(CC=O)=CC=C1OCCCOC2=CC=C(OCC(O)=O)C=C2
4693,CC1=CC=CC(C)=C1C2=CC=CC(COC3=CC=C(CCC(O)=O)C=C3)=C2
4694,CC1=CC=CC(C)=C1C2=CC=CC(CCC3=CC=C(CCC(O)=O)C=C3)=C2
4695,COC1=CC(C)=C(C=CC(C)=CC=CC(C)=CC(O)=O)C(C)=C1C
4696,CC(C)=CCCC1=CCC2=C(OC(C)=O)C=C(C)C(OC(C)=O)=C2C1
4697,COC1=C(OC2=C(C)C(O)=C(C)C(O)=C2C1=O)C3=CC=C(O)C=C3
4698,COC1=CC=C2C(C3=C(COC3=O)OC2=C1)C4=CC(OC)=CC(OC)=C4
4699,CCCCCC1=C(CC=C(C)CCC=C(C)C)C(O)=CC(O)=C1OC(C)=O
4700,CCCCCC1=CC(O)=C(CC=C(C)CCC=C(C)C)C(OC(C)=O)=C1O
4701,CC1=CC=CC(C)=C1OC2=CC=CC(COC3=CC=C(CCC(O)=O)C=C3)=C2
4702,CCCCCCCOC1=CC=C(CCC2=CC=CC(O)=C2C(O)=O)C=C1C(C)=O
4703,COC1=CC(CCCO)=CC=2C(CO)C(OC1=2)C3=CC=C(OC)C(OC)=C3
4704,CCCCCCCCCCCCCC=CCCCCCCCCCCCCCCCCCCCCCC(O)=O
4705,CCCCCCC1=C(C)C2=CC=C(OC(C)=O)C(OC(C)=O)=C2OC1=O
4706,COC1=C(C)C(C)=C2OC(C)(C)CCC2=C1CCC3=CC=C(O)C(O)=C3
4707,CC1=C(C)C=2OC(C)(CCCCCCCCCCCCCCCCO)CCC=2C(C)=C1O
4708,CC(C)=CCCC(C)(C=CC1=CC=C(O)C=C1)C=CC2=CC=C(O)C=C2
4709,COC1OC2=C(O)C=CC=C2C3=C1OC4=CC(OC)=C(C)C(O)=C4C3=O
4710,COC1=CC=C(CCC2=C3CCC(C)(C)OC3=C(C)C(C)=C2OC)C=C1OC
4711,CCOC(CC1=CC=C(OCC=CC2=CC(OC)=CC(OC)=C2)C=C1)C(O)=O
4712,CCC=CC(CC)CC(CC)=CC(O)(CC)CC(O)(CC)C=CC(O)=O
4713,CC1(C)OC2=CC=C(C3=COC4=CC(O)=CC=C4C3=O)C(O)=C2C=C1
4714,COC1=CC=C2C(C=O)=C(OC2=C1CC=C(C)C)C3=CC=C(O)C=C3O
4715,COC1=CC(C=O)=C(C=2OCOC1=2)C3=C4OCOC4=C(OC)C=C3C=O
4716,OC(C=CCCCCCCC#CCC=CCC#CCCCCCCC=CC(O)C#C)C#C
4717,CC(C=CC1=C(C)C(O)CCC1(C)C)=CC=CC(C)=CC(O)=O
4718,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=C(C)C(O)=O
4719,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCCCO
4720,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC#C
4721,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=CC(O)=CC=C1O
4722,CC1CCC2C(C)(CO)C(O)CCC2(C)C13CCC(CO)(CCO)O3
4723,COC1=CC(C=CC(O)=O)=CC=C1OC2=CC=C(C=CC(O)=O)C=C2OC
4724,CC(CCC=C(C)CCC=C(C)CC#C)=CCCC(C)=CCCC=1C=COC=1
4725,CC1(CC=C2C(CCC3C(C)(CCCC23C)C=CC(O)=O)C1)C=C
4726,CC(C)C(C)=CC(C)(O)C(C)CCCC1(C)OCC(CCC1O)=CCO
4727,CC(C)C1=CC23CCC4C(CO2)(CCCC4(C)C)C3=C(O)C1=O
4728,OCC#CC#CC#CC(O)CCCCCCCCC=CCCCCCCCCC=CC(O)C#C
4729,CCOC(C)(C)C1=CC=C2C(CCC3C(C)(CCCC23C)C(O)=O)=C1
4730,OC(CCCCCCCCCCCC=CCCCCCCCCCC=CC(O)C#C)C=CC#C
4731,COC1C(O)C2C(C)(C)CCCC2(C)C3=CC(O)=C(C=C13)C(C)C
4732,CC(C)(O)C1CC2(O)C(CC3=C(OC(C)(C)CC3=O)C2O)O1
4733,CCCCCC=CCC=CC1CC(C)=C(C)CC1C=CCC=CCCCC(O)=O
4734,CC(O)(CO)C1=CC=C2C(CCC3C(C)(CCCC23C)C(O)=O)=C1
4735,CCCCCC=CCC=CC1CC(C)=C(C)CC1C=CCC=CCCCC(O)=O
4736,CC1CC=CC(C)(O)CC(O)C2C(CCC2(C)C=C1)C(C)(C)O
4737,CC(C)C1(O)CCC2(C)C1CCC3(C)C=CC(C(C)=C3)C2=O
4738,CCCCC=CC=CCCCCCCCCC1CCC(O1)C2CCC(CC(O)=O)OO2
4739,CC1CCC2C(C)(CO)C(O)CCC2(C)C13CCC(CO)(CCO)O3
4740,CC1CCC2C(C)(CO)C(O)CCC2(C)C13CCC(CO)(CCO)O3
4741,CCCCCCCCCCCCCCCCOCC(COC1CC(O)C(O)C(CO)O1)OC
4742,CCCCCCCCCCCCCCCCOCC(COC1CC(O)C(O)C(CO)O1)OC
4743,CC(C)C=1C=C2OC=1C(OC(C)=O)C3(C)OC3CCC(C)=CCCC2C
4744,CC1CCC2C(C)(CO)C(O)CCC2(C)C13CCC(CO)(CCO)O3
4745,CCCCCC1(OCCO1)C=CC2C(O)CC(O)C2CC=CCCCC(O)=O
4746,CCCCCCC(C)CCCCCCCCCOCC(O)COC1C(O)C(O)C(O)C1O
4747,CC12CCC3C(CCC4=C(CC=C)C(O)=CC=C34)C1CCC2(O)C#C
4748,CC(C)(C)C=C1CC2C3CCC4=CC(O)=CC=C4C3CCC2(C)C1=O
4749,CC#CC#CC#CC=CC(OC1OC(CO)C(O)C(O)C1O)C(O)C=C
4750,CC1(C)C2CCC3=CC(C)(C=C)C(O)CC3C2(C)C(O)CC1=O
4751,CC(C)(C)C#CC1(O)CCC2C3CCC4=CC(O)=CC=C4C3CCC12C
4752,CCCCCC(O)C=CC1C(O)CC2(OCCO2)C1CC=CCCCC(O)=O
4753,CCCCCCCCCCCCOCCCCOCC1OC2OC(C)(C)OC2C3OCOC13
4754,CC1(CCC2C(CCC3C(C)(CO)C(O)CCC23C)=C1)C(O)CO
4755,CCC(C)(C)CCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(O)=O
4756,CCCC(C)(C)CC(O)C=CC1C(O)CC(O)C1CC=CCCCC(O)=O
4757,CC1CCC2(C)C(CCC(O)C2(C)O)C1(C)CCC(C)=CC(O)=O
4758,CC1=C(C)C2=CC=C(OC3OC(CO)C(O)C(O)C3O)C=C2OC1=O
4759,CC1CCC2C(C)(CO)C(O)CCC2(C)C13CCC(CO)(CCO)O3
4760,CC1(C)CC2(CCC3C4CCC5=CC(O)=CC=C5C4CCC23C)OC1=O
4761,CC1CCC2(C)C(CCC(O)C2(C)O)C1(C)CCC(C)=CC(O)=O
4762,CC1(C)C(O)CCC2(C)C3CCC(C)(OC3(C)CC(O)C12)C=C
4763,CC(C)OCCCC1CC2(C)C(O)CCC2C3CCC4=CC(O)=CC=C4C13
4764,CC1CC=CC(C)(O)CC(O)C2C(CCC2(C)C=C1)C(C)(C)O
4765,CC1(C)CCCC2(C)C3CC=4OC=CC=4C(C)(O)C3C(O)C(O)C12
4766,CC1CCC2C(COC(C)=O)C1(C)CCC(C)=CCCC3(C)OC3C2O
4767,CC12CCCC(CO)(C1CCC34CC(CO)C(C3)CCC24)C(O)=O
4768,CC(COC(C)=O)C12OOC(C)(C=C1)C3CC(O)C(C)C3C2O
4769,CC1CCC2C(CO)C1(C)CCC(C)(O)C(O)CCC3(C)OC3C2=O
4770,OCC(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C(O)=O
4771,OCC(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C(O)=O
4772,CC1C2CC(O)C(C)(OC3OC(CO)C(O)C(O)C3O)C2COC1O
4773,CCCCCCCCCCCCCCOC1=CC=C(CCC2=CC=CC(O)=C2C(O)=O)C=C1
4774,CC(C)CCCC(C)CCOC1=CC=C(CCC2=CC=CC(O)=C2C(O)=O)C=C1
4775,CC(C)CCCC(C)CCOC1=CC=C(COC2=CC=CC(O)=C2C(O)=O)C=C1
4776,COC1=C(OC2=C(OC)C(O)=CC(O)=C2C1=O)C3=CC=C(O)C(O)=C3
4777,COC1=C(OC2=C(C)C(O)=C(C)C(O)=C2C1=O)C3=CC=C(OC)C=C3
4778,OC1=CC(O)=CC(CCCCCCCC=CCCCCCCCC2=CC(O)=CC(O)=C2)=C1
4779,COC1=C(OC2=CC(O)=C(OC)C(O)=C2C1=O)C3=CC=C(O)C(O)=C3
4780,COC1=C(C=C(O)C2=C1OC3=CC(O)=C(O)C=C23)C4=CC=C(O)C=C4
4781,CCCCCCCCOC1=CC(OCCCCCCCC)=CC(C=CC2=CC=C(O)C=C2)=C1
4782,OC1=CC=C(C(O)=C1)C23CCCC2C4(CCCC4)C5=CC=C(O)C=C5O3
4783,COC1CC(OC2=C(OC)C=C(CC=C)C=C12)C3=CC=C(OC)C(OC)=C3
4784,CC1=CC=CC(C)=C1C2=CC=CC(COC3=CC=C(CCC(O)=O)C=C3)=C2C
4785,COC1=CC(OC)=C(C=CC(C)=CC=CC(C)=CC(O)=O)C(OC)=C1
4786,CCCCCC=CCC=CCCCCCCCC1=CC(OC(C)=O)=CC(OC(C)=O)=C1
4787,OCC#CC#CC#CCCCCCCCCCC#CC=CCCCCCCCCCC=CC(O)C#C
4788,CCCCCCCCCCC=CCC=CCCCCCCCCCCCCCCCCCCCCCC(O)=O
4789,CCCCCCCC=CCCCCC=CCCCCCCCCCCCCCCCCCCCCCC(O)=O
4790,CCCCCC=CCCCCCCC=CCCCCCCCCCCCCCCCCCCCCCC(O)=O
4791,CCC=CCCCCCCCCCC=CCCCCCCCCCCCCCCCCCCCCCC(O)=O
4792,CCCCC1=C(C=CC(C)=CC=CC(C)=CC(O)=O)C(C)(C)CCC1
4793,CCCCC1=C(C=CC(C)=CC=CC(C)=CC(O)=O)C(C)(C)CCC1
4794,COC1=CC(CC(CO)OC2=C(OC)C=C(C=CC)C=C2OC)=CC(OC)=C1OC
4795,CCCCCC(OC(C)=O)C=CCCCCCCCC1=CC(O)=CC(O)=C1C(O)=O
4796,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C=C
4797,COC1=CC=C(C=CC2=C3CCC(C)(C)OC3=C(C)C(C)=C2OC)C=C1OC
4798,CC(C)=CCCC(C)=CCCC(C)=CCOC1=CC=C(C=CC(O)=O)C=C1O
4799,CC(CCC=C(C)CCC=C(C)CCC#C)=CCCC(C)=CCCC=1C=COC=1
4800,CCCCCCC(C)(C)C1=CC(O)=C2C3CC(CO)CCC3C(C)(C)OC2=C1
4801,CCCCCCC(C)(C)C1=CC(O)=C2C3CC(CO)CCC3C(C)(C)OC2=C1
4802,CCCCCCC(C)(C)C1=CC(O)=C2C3CC(CO)CCC3C(C)(C)OC2=C1
4803,CC(C)(C)CCCCCC1=CC=C2C3CC(CO)=CCC3C(C)(C)OC2=C1
4804,CCCCC(C)(C)C1=CC(O)=C2C3CC(CO)=CCC3C(C)(C)OC2=C1
4805,CCCCCCC(C)(C)C1=CC=C2C3CC(CO)=CCC3C(C)(C)OC2=C1
4806,CC1(C)OC2=CC=3OCC4(O)C(OC5=CC(O)=CC=C45)C=3C=C2C=C1
4807,CC(C)C1=CC2=CC(O)C3C(C)(C)CCCC3(C)C2=C(C)C1=O
4808,CC1CCCC(C)(C)C1CCC2=CCC3=C(O)C=C(C)C(C=O)=C3OC2
4809,COC1=CC(C=CCO)=CC=2C(CO)C(OC1=2)C3=CC=C(OC)C(OC)=C3
4810,CCCCCCC(C)(C)C1=CC(O)=C2C3CC(CO)CCC3C(C)(C)OC2=C1
4811,OCC#CC#CC#CC(O)CCCCCCCC=CCCCCCCCCCCC=CC(O)C#C
4812,COC1=C2OCOC2=CC=3CC(C)C(C)CC4=CC=5OCOC=5C(OC)=C4C1=3
4813,COC1=CC=2CC(C)C(C)CC3=CC=4OCOC=4C(OC)=C3C=2C(O)=C1OC
4814,COC1=CC=2CC(C)C(C)CC3=CC=4OCOC=4C(O)=C3C=2C(OC)=C1OC
4815,CC(C)C1=CC=C(C)CCC=C(C)CCC2OC2(C)C(C1)OC(C)=O
4816,CC(C)OC1=CC2=C(CCC3C(C)(CCCC23C)C(O)=O)C=C1C(C)C
4817,COC1=CC=2CC(C)C(C)C(C3=CC(OC)=C(O)C(OC)=C3)C=2C=C1O
4818,CCCCCCC(C)(C)C1=CC(O)=C2C3CC(CO)CCC3C(C)(C)OC2=C1
4819,CC(C)C1=C2OCOC2=C3C(C(C=O)C4C3(C)CCCC4(C)C)=C1O
4820,CC(C)C1CCC(C)=CCCC(C)=CC(CC(C)(O)C=C1)OC(C)=O
4821,COC1=CC(OC)=C2OC(C)(CCC3(C)CCCC(C)C3=C)C=CC2=C1O
4822,CC1(CCC2(C)C(CCC3(C)C(C)(O)C(O)CCC23C)=C1)C=C
4823,CC(C)=CCCC(C)=CCCC(C)=CCOC(C(O)CO)C(O)C(O)CO
4824,CCCCC=CC=CCCCCCCCCC1CCC(O1)C2CCC(CC(O)=O)OO2
4825,CC1CC(OC(C)=O)C2C(C)(C)CC(C)(CO)C2(O)C1C(O)=O
4826,CC1(CCC2(C)C(CCC3(C)C2CCC(O)=C3C=O)C1)C(O)=O
4827,CCCCCCC1C=CC=C(CO)C2=C3C1CCCCC34OC(C)(C)OC24
4828,CC1CC(OC(C)=O)C2(COC(C)=O)C(CCCC23CO3)C1(C)C
4829,CC12CCC3C(CCC4CC=5OC(C=O)=CC=5CC34C)C1CCC2(O)C#C
4830,CC1(CCC2(C)C(CCC3(C)C2CCC(O)=C3C=O)C1)C(O)CO
4831,CCCCCCCCCCCCC1(O)CCC2C3CCC4=CC(O)=CC=C4C3CCC12C
4832,CCCCC(CC)CCCC1(O)CCC2C3CCC4=CC(O)=CC=C4C3CCC12C
4833,CCCCCCCCCCCCOCC#CCOCC1OC2OC(C)(C)OC2C3OCOC13
4834,CC1(C)CCCC2(C)C1CCC3(C)C(CCC=4C=COC=4)C(O)CCC23
4835,COC1=CC=2OC3(C)OCC(C)C3CC=2C=4OC5(C)OCC(C)C5CC1=4
4836,CC1CCC2C(COC(C)=O)C1(C)CCC(C)=CCCC3(C)OC3C2=O
4837,CC(COC(C)=O)C12OOC(C)(C=C1)C3CC(O)C(C)C3C2=O
4838,COC1CC2(C)C(CC(O)C2(O)C#C)C3CCC4=CC(O)=CC=C4C13
4839,CCC1CC2(C)C(CC(O)C2(O)C#C)C3CCC4=CC(O)=CC=C4C13
4840,CC1(C)CCCC2(C)C1CC(O)C3(C)OC(C)(CCC23)C(O)CO
4841,CC1(CO)CCCC2(C)C3CC=4OC=CC=4C(C)(O)C3C(O)C(O)C12
4842,CC(C)(O)C1CCC(C)(OC2OC(CO)C(O)C(O)C2O)C(O)C1
4843,CCCCCC(C)OC1OC(COC2OCC(O)(CO)C2O)C(O)C(O)C1O
4844,CCCCCC(C)OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O
4845,CC(CCC1C(C)CC(O)CC1(C)C)OC2OC(CO)C(O)C(O)C2O
4846,CC1C2CC(OC3OC(CO)C(O)C(O)C3O)C(C)(O)C2COC1=O
4847,COC(OCC1=CC=C(O1)C(OC)OCC2=CC=C(C=O)O2)C3=CC=C(CO)O3
4848,CCCCCCC(C)(C)C1=CC(OC)=C(C2CCCC(C)(O)C2)C(OC)=C1
4849,CC1=CC=C(C(C)=C1)C2=CC=CC(COC3=CC=C(CCC(O)=O)C=C3)=C2
4850,CCCCCCC(C)(C)C1=CC(O)=CC(OCCCCCCCCCCOC(CO)CO)=C1
4851,CCCC1=C(OCCCOC2=CC(O)=C(C=C2CC)C(C)=O)C=CC=C1OCC(O)=O
4852,CCCCCCC(C)(C)C1=CC(O)=C2C3CC(CO)=CCC3C(C)(C)OC2=C1
4853,COC1=CC=C(C=CC2=CC(OC)=C(CCCCCCCCCCCCO)C(OC)=C2)C=C1
4854,COC1=CC(O)=CC(CCCCCCCC=CCCCCCCCC2=CC(O)=CC(O)=C2)=C1
4855,COC1=CC=C(CC2COC3=C(OC)C(O)=C(C)C(O)=C3C2=O)C(O)=C1
4856,COC1=C(OC2=C(O)C(OC)=CC(O)=C2C1=O)C3=CC=C(OC)C(OC)=C3
4857,COC1=CC=C(COC2=CC=C(CCC(O)=O)C=C2)C=C1C3=C(C)C=CC=C3C
4858,CC(C)(CO)OC1=CC=C2C(CCC3=C4CCC(C)(C)C4=CC=C23)=C1
4859,CC(C)=CCCC(C)=CCCC(C)=CCOC1=CC(O)=CC(O)=C1C(C)=O
4860,CC1COC2(C)OC3=C(CC12)C(O)=CC=4OC5(C)OCC(C)C5CC3=4
4861,COC1=CC(OC)=C(C=C1OC)C2=COC3=CC(O)=C(OC)C(O)=C3C2=O
4862,COC1=CC=C2C(C3=C(COC3=O)OC2=C1)C4=CC=5OCOC=5C(OC)=C4
4863,OCC#CC#CC(O)CCCCCCCCCCCC=CCCCCCCCCCC=CC(O)C#C
4864,COC(C)C1=C(C=CC(C)=CC=CC(C)=CC(O)=O)C(C)(C)CC1
4865,COC1=CC(C2=COC3=CC(OC)=C(OC)C=C3C2=O)=C(OC)C=4OCOC1=4
4866,CCC=CCC=CCC=CCCCCCCCC1=CC(OC(C)=O)=CC(OC(C)=O)=C1
4867,CCCCCCC(C)(C)C1=CC(O)=C2C3CC(CO)=CCC3C(C)(C)OC2=C1
4868,COC1=CC(C=CC(O)=O)=CC=C1OCC=C(C)CCC=C(C)CCC=C(C)C
4869,COC1=CC(C=CC(O)=O)=CC=C1OCCOC2=CC=C(C=CC(O)=O)C=C2OC
4870,COC1=CC(C=CC(C)=O)=CC=C1OCC=C(C)CCC=C(C)CCC=C(C)C
4871,CC(CCC=C(C)CCC=C(C)COCC#C)=CCCC(C)=CCCC=1C=COC=1
4872,CC#CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC=1C=COC=1
4873,COCC(CC1=CC=C(OC)C(OC)=C1)C(COC)CC2=CC=C(OC)C(OC)=C2
4874,COC1=CC=2CC(C)C(C)CC3=CC=4OCOC=4C(O)=C3C=2C(OC)=C1OC
4875,OCC#CC#CC#CC(O)CCCCCCCCC=CCCCCCCCCCCC=CC(O)C#C
4876,OCC#CC#CC#CC(O)CCCCCCC#CC=CCCCCCCCCCC=CC(O)C#C
4877,CC1(C)OC2COC3(OC(C)(C)OC3C2O1)C4OC(C)(C)OC4CO
4878,COC1=CC=2CC(C)C(C)CC3=CC=4CCCC=4C(OC)=C3C=2C(O)=C1OC
4879,CC1CCC=C(C)CCC(C(O)C=C(COC(C)=O)CCC1=O)C(C)=C
4880,CCCCCCOC1=CC2=C(CCC3C(C)(CCCC23C)C(O)=O)C=C1C(C)C
4881,CC(C=CC1=CC(C)(C)C2CC1C2(C)C)=CC=CC(C)=CC(O)=O
4882,CCCCCC(C)C(C)C1=CC(O)=C2C3CC(CO)=CCC3C(C)(C)OC2=C1
4883,CC(C)C12CC1C(C)C(C=CC(C)=CC=CC(C)=CC(O)=O)=C2
4884,CC(C)(O)C1=CC2=CCC3C(C)(CCCC3(C)C(O)=O)C2CC1=O
4885,CC1CC(OC(C)=O)C2C(C)(C)CC(C)(C=O)C2(O)C1C(O)=O
4886,CCC(CC(C)CC1(CC)CC(CC)C(CC(O)=O)OO1)C=CC(C)=O
4887,CC1(C)CCCC2(C)C1CCC3(C)OC4=CC(O)=C(O)C=C4C(O)C23
4888,CC1=CC=C(CC2=CC=C3COC4(OC(CO)C(O)C(O)C4O)C3=C2)C=C1
4889,COC1=CC(OC)=C(C=C1OC)C2CC(C)(O)C3CC=C(C)C(O)C3O2
4890,CC(CCC(OC(C)=O)C(C)(O)CCC=C(C)C)C1CCC(C)=CC1O
4891,CC(C)C1=CC=C(C)CCC=C(C)CCC2OC2(C)C(O)C1OC(C)=O
4892,COC1=CC=C(CC2(O)CCC3C4CCC5=CC(O)=CC=C5C4CCC23C)C=C1
4893,CCOC1=CC=C(CC2=CC=C(CC)C=C2)C=C1C3CC(CO)C(O)C(O)C3O
4894,CC(C)C1CCC2=CC(CC(C)(O)C(O)CCC(C)(O)C=C1)OC2=O
4895,CCCCCCCCCCCCC(O)C1CCC(O1)C2CCC(O2)C(O)CCCCCCCC
4896,CCCCCCCCCCCCCCC(O)C1CCC(O1)C2CCC(O2)C(O)CCCCCC
4897,CCCCCCCCCCC(O)C1CCC(O1)C2CCC(O2)C(O)CCCCCCCCCC
4898,CC1COC2(C)OC3=C(CC12)C(C)=CC=4OC5(C)OCC(C)C5CC3=4
4899,CCCCCCCCCCCCCCCCOCC(COC1OC(CO)C(O)C(O)C1OC)OC
4900,CC1CC(O)C2(C)C(CCCC23CO3)C1(C)CCC(CO)=CC(O)=O
4901,CC1(C)OC2COC3(OC(C)(C)OC3C2O1)C4OC(C)(C)OC4CO
4902,CCCCCCCCCCCCCCCCOCC(COC1OC(CO)C(O)C(O)C1OC)OC
4903,CC1(C)OC2COC3(OC(C)(C)OC3C2O1)C4OC(C)(C)OC4CO
4904,CCC1CC2(C)C(CC(O)C2(O)C#CC)C3CCC4=CC(O)=CC=C4C13
4905,CC(C)(C)OCCC1CC2(C)C(O)CCC2C3CCC4=CC(O)=CC=C4C13
4906,COC1CC2(C)C(CC(O)C2(O)C#CC)C3CCC4=CC(O)=CC=C4C13
4907,CC1=CCCC(C)(O)C(O)CCC(C)=CC2OC(O)C3(C)OC23CC1
4908,CC1(O)CCC2C3CCC(CC(O)=O)C(C)(CC(O)=O)C3CCC12C
4909,CC1=CCCC(C)(O)C(O)CCC(C)=CC2OC(O)C3(C)OC23CC1
4910,CC1CCC(O)C2C=C(C)C(C(C=CC=CC(O)=O)C12)C(C)=CCO
4911,CC1=CC2(O)OCC3(C)OC23CCC(C)(O)C=CCC4(C)OC4CC1
4912,CC(C)C(C)C=CC(C)C1CCC2C3CCC4=CC(O)=CC=C4C3CCC12C
4913,CC(C)C(C)C=CC(C)C1CCC2C3CCC4=CC(O)=CC=C4C3CCC12C
4914,CC1(O)CC(O)C2(O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12
4915,CC1(O)CC(O)C2C1C(OC3OC(CO)C(O)C(O)C3O)OC=C2C=O
4916,CC(C)C12OC1C3OC34C5CCC6=C(COC6=O)C5CC7OC47C2O
4917,CC12OC1C(O)C3(O)C=COC(OC4OC(CO)C(O)C(O)C4O)C23
4918,CCCCCCC(C)(C)C1=CC=C2C(OC(C)(C)C3=CC=C(CO)C=C23)=C1
4919,CC1(C)CC(C)(C)CC(O)(C1)C2(O)CC(C)(C)CC(C)(C)C2
4920,CCCOC1=C(OC2=CC(OCCC)=CC(O)=C2C1=O)C3=CC=C(O)C(O)=C3
4921,COC1=C(C=C(O)C2=C1OC3=CC(O)=C(O)C=C23)C4=CC=C(O)C(O)=C4
4922,OCC#CC#CC(O)CCCCCCCCCCCC(O)CCCCCCCCCC=CC(O)C#C
4923,CC(OC1=CC=C2C(CCC3=C4CCC(C)(C)C4=CC=C23)=C1)C(O)=O
4924,CCCCCC1=CC=2OC(C)(C)C3=CC(O)=C(C)C=C3C=2C(O)=C1C(O)=O
4925,CC(C)(C)C1=CC=C(OC2=COC3=CC(OCC(O)=O)=CC=C3C2=O)C=C1
4926,CCCCCC=CC(O)C(O)C=CC1=C(CC(O)C(C)(C)O)C=CC(O)=C1CO
4927,COC1=C(CCC(O)=O)C=2OC(C)(C)C=CC=2C=3OC(C)(C)C=CC1=3
4928,COC1=C2C=CC(C)(C)OC2=C(CCC(O)=O)C=3OC(C)(C)C=CC1=3
4929,OCC#CC#CC(O)CCCCCCCCCCCC=CC#CCCCCCCCC=CC(O)C#C
4930,CC(C)CC1=C(C=CC(C)=CC=CC(C)=CC(O)=O)C(C)(C)CCC1
4931,CC(C)CC1=C(C=CC(C)=CC=CC(C)=CC(O)=O)C(C)(C)CCC1
4932,CCCCCCC(C)(C)C1=CC(O)=C2C3CC(CO)=CCC3C(C)(C)OC2=C1
4933,OC(C=CCCCCCCCCCC=CCCCCCCCCCCCCC=CCC#CC(O)=O)C#C
4934,CC(C)=CCCC(C)=CCC1=C(O)C=C(O)C=C1C2=CC3=CC=C(O)C=C3O2
4935,CC1CCC=C(C)CC(OC(C)=O)C2C(CCC2(C)C=C1)C(C)(C)O
4936,OC(C=CCCCCCC#CC#CCCCC#CCCCC#CCCCCCC#CC(O)=O)C#C
4937,CC(CCCC(C)=CCCC=C(C)CCC1OC1(C)CCC=C(C)C)CCC2OC2C
4938,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C1CC1
4939,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC(O)C#C
4940,CCCCCC=CC1(CC1)C=CC2(CC2)C=CC3(CC3)C=CCCCC(O)=O
4941,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC(O)=O
4942,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=CC(O)=C(C)C=C1O
4943,COC1=C(O)C=C2CC(C)C(C)CC3=CC(O)=C(OC)C(OC)=C3C2=C1OC
4944,COC1=CC=2CC(C)C(C)CC3=CC(O)=C(OC)C(O)=C3C=2C(O)=C1OC
4945,COC1=C(O)C=C2CC(C)C(C)CC3=CC(O)=C(OC)C(OC)=C3C2=C1O
4946,COC1=CC=C(CC2COC3=C(OC)C(O)=C(C)C(O)=C3C2=O)C(O)=C1O
4947,COCC(CC1=CC=C(OC)C(OC)=C1)C(COC)CC2=CC=C(OC)C(OC)=C2
4948,OC(C=CCCCCCCCCCC#CCCCCCCCCCCCCC=CC#CC(O)=O)C#C
4949,CCCCCCC(C)(C)C1=CC(O)=C2C3CC(C=O)=CCC3C(C)(C)OC2=C1
4950,CCCCCCC(C)(C)C1=CC(O)=C2C3CC(CO)=CCC3C(C)(C)OC2=C1
